id,asin,title,imgUrl,productURL,stars,reviews,price,isBestSeller,boughtInLastMonth,categoryName,categoryId
342,B00DOW8VXY,Bloch 330 white pu tap shoes child size heel and toe taps new (11),https://m.media-amazon.com/images/I/411pFsqAHKL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B00DOW8VXY,5.0,2,26.0,False,0,Ballet & Dancing Footwear,20
344,B0BHKKN83J,Ballet Canvas Dance Shoes - Full Flat Leather Sole Dancing Yoga Gymnastic Stretch Slippers for Women & Adults,https://m.media-amazon.com/images/I/71Sy75QKa7L._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B0BHKKN83J,4.2,31,8.79,False,0,Ballet & Dancing Footwear,20
346,B0CJC71419,PAIDAXING Women's Standard Ballroom Dance Shoes Back Closed Latin Salsa Tango Chacha Pratice Dance Shoes Ladies Casual Lace Up Chunky Low Heels Black Ankle Boots,https://m.media-amazon.com/images/I/5122TtqPvAL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B0CJC71419,0.0,0,12.69,False,0,Ballet & Dancing Footwear,20
348,B07KRTCY8T,YiyiLai Women Cotton Dance Yoga Slipper Soft Sole Pilates Ballet Shoe,https://m.media-amazon.com/images/I/51dn9jB-qlL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B07KRTCY8T,4.3,18,7.99,False,0,Ballet & Dancing Footwear,20
350,B0CGXM7FHM,"Wouke Womens Black Heeled Ankle Boot,Womens Comfortable Slip Womens Platform Low Block Heels Womens Tie-Dye Canvas Womens Ballet Flats Shoes",https://m.media-amazon.com/images/I/71u4ZCEIsiL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B0CGXM7FHM,0.0,0,5.69,False,0,Ballet & Dancing Footwear,20
352,B0795SSKGT,MINITOO Women's T-Strap Flared Heel Glitter Latin Ballroom Dance Shoes Party Pumps L268,https://m.media-amazon.com/images/I/712VFE7CsgL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B0795SSKGT,4.6,30,23.39,False,0,Ballet & Dancing Footwear,20
354,B07S23V32V,MINITOO QJ7046 Ladies Lace-up Synthetic Latin Salsa Tango Dance Pumps,https://m.media-amazon.com/images/I/71YcRgYnqTL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B07S23V32V,3.8,28,24.0,False,0,Ballet & Dancing Footwear,20
356,B00394ER1C,Capezio Women's N625 Jr. Tyette Tap Shoe,https://m.media-amazon.com/images/I/61iVAOEXBQL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B00394ER1C,4.4,2895,58.05,False,0,Ballet & Dancing Footwear,20
0,B07SQ9SKP3,Katz Dancewear Black PU Suede Split Sole Lace Up Jazz Dance Stage Practice Boot Shoes,https://m.media-amazon.com/images/I/51ivAf+XrpL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B07SQ9SKP3,4.0,1,27.5,False,0,Ballet & Dancing Footwear,20
0,B08B154JF1,"AOQUNFS Ballet Pointe Shoes Satin Professional Dance Shoes Sewn Ribbon for Girls Women,Point-GJT-Pink,7UK",https://m.media-amazon.com/images/I/51f5OnmdRZL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B08B154JF1,5.0,1,30.98,False,0,Ballet & Dancing Footwear,20
362,B0CHW6FD8H,"Wouke Womens Multi Stripe Canvas,Ladies Walking Shoes Home Slippers Women's Ankle Strap Sandals Women's Wellington Boots Womens Lightweight Breathable Clogs Slip",https://m.media-amazon.com/images/I/71LCIYgWcvL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B0CHW6FD8H,0.0,0,15.49,False,0,Ballet & Dancing Footwear,20
